*type	project_id	*submitter_id	core_metadata_collections.submitter_id	*data_category	*data_format	*data_type	*experimental_strategy	*file_name	*file_size	*md5sum	consent_codes	object_id	rna_expression_workflows	state_comment
gene_expression	cancer_commons_program-demo_data_project	12291_clinical_55	submitter_40	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	yc9m5vd4c2jl.tsv	181520	72e429eeb810f9d851150df2daa42b15				
gene_expression	cancer_commons_program-demo_data_project	53813_clinical_91	submitter_41	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	wpcxmjipx5ua.tsv	791435	cdd8e737c42bd40fe3df94198bdb3201				
gene_expression	cancer_commons_program-demo_data_project	62004_clinical_98	submitter_42	Transcriptome Profiling	TXT	Exon Expression Quantification	m6A MeRIP-Seq	7sgmt4ahjuw4.tsv	666867	451707385d23e88963c84ae778243d5b				
gene_expression	cancer_commons_program-demo_data_project	25359_clinical_60	submitter_43	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	rlndmun0kyss.tsv	973593	5b2fb5f5d354d68ed0f8d7456b1215f5				
gene_expression	cancer_commons_program-demo_data_project	90089_clinical_60	submitter_44	Transcriptome Profiling	MEX	Isoform Expression Quantification	RNA-Seq	hum68bnnrzz6.tsv	323364	d993dbdadf8f972f7cec8f52fda2b1c1				
gene_expression	cancer_commons_program-demo_data_project	84265_clinical_77	submitter_45	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	hivflxorgw9l.tsv	305557	52652f9a1d988526d852fd60de33505e				
gene_expression	cancer_commons_program-demo_data_project	83529_clinical_98	submitter_46	Transcriptome Profiling	HDF5	Gene Expression Quantification	m6A MeRIP-Seq	2o0m4o6otczq.tsv	590964	accd82a16c60c5f343dd10534e19ab2b				
gene_expression	cancer_commons_program-demo_data_project	93161_clinical_74	submitter_47	Transcriptome Profiling	TSV	Gene Expression Quantification	Total RNA-Seq	v50pa60zwbke.tsv	476421	4a65c73094feb740943253be15b1c69c				
gene_expression	cancer_commons_program-demo_data_project	91775_clinical_54	submitter_48	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	bsggn3i9c0td.tsv	763555	a16c9a1d3f9a077e59d3e7b8bbac2e27				
gene_expression	cancer_commons_program-demo_data_project	66331_clinical_50	submitter_49	Transcriptome Profiling	CSV	Splice Junction Quantification	RNA-Seq	3absi808jtdt.tsv	598136	53862d0cd52331202e768ea208a464a0				
gene_expression	cancer_commons_program-demo_data_project	34610_clinical_51	submitter_50	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	fuors9zyu1lp.tsv	95443	6fd750d6ce264379877bdbd779460fc0				
gene_expression	cancer_commons_program-demo_data_project	14901_clinical_60	submitter_51	Transcriptome Profiling	TXT	Exon Expression Quantification	m6A MeRIP-Seq	3nhmwt85hsrb.tsv	729070	f69ef2ab0ab49a3ca822db8801cfb2c4				
gene_expression	cancer_commons_program-demo_data_project	21628_clinical_40	submitter_52	Transcriptome Profiling	HDF5	Gene Expression Quantification	RNA-Seq	mr41jsj3y4q5.tsv	419313	b72052bc66c22cc9c5d468165f639a86				
gene_expression	cancer_commons_program-demo_data_project	52174_clinical_47	submitter_53	Transcriptome Profiling	MEX	Exon Expression Quantification	m6A MeRIP-Seq	uw31gs3zg4tg.tsv	645404	77122d6f896a01ab5d0fcd5cf077fcd7				
gene_expression	cancer_commons_program-demo_data_project	97090_clinical_74	submitter_54	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	g68g89cepu90.tsv	22487	8278623da2f3c80ff8f8d26ca362dccd				
gene_expression	cancer_commons_program-demo_data_project	64695_clinical_98	submitter_55	Transcriptome Profiling	CSV	Isoform Expression Quantification	RNA-Seq	aycbnvur07hc.tsv	64800	c3bb3e9101a18afde791570c2383da07				
gene_expression	cancer_commons_program-demo_data_project	60117_clinical_83	submitter_56	Transcriptome Profiling	CSV	Gene Expression Quantification	m6A MeRIP-Seq	fweypv6p839o.tsv	471232	0d1050889969c08eb8196e9c4a25a515				
gene_expression	cancer_commons_program-demo_data_project	67319_clinical_65	submitter_57	Transcriptome Profiling	TSV	Isoform Expression Quantification	Total RNA-Seq	90ydow9c41r6.tsv	955265	f61c9e3b952dcb014db2a3a59a620980				
gene_expression	cancer_commons_program-demo_data_project	90029_clinical_74	submitter_58	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	hacniys4wg74.tsv	1038304	902a0dbb66a1950ce80a8558fd7b644e				
gene_expression	cancer_commons_program-demo_data_project	24767_clinical_28	submitter_59	Transcriptome Profiling	TXT	Exon Expression Quantification	scRNA-Seq	0ppi90c083ey.tsv	786042	8f6e5bbef9929586c71db9581224dc33				
gene_expression	cancer_commons_program-demo_data_project	35435_clinical_18	submitter_60	Transcriptome Profiling	HDF5	Exon Expression Quantification	scRNA-Seq	87h91q7h00vb.tsv	245540	bed8aebe880feaf4a7a780124204c823				
gene_expression	cancer_commons_program-demo_data_project	46270_clinical_25	submitter_61	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	k8zuuz3wu4q1.tsv	755726	761aa103fb409d630145513ef8d0e92a				
gene_expression	cancer_commons_program-demo_data_project	78803_clinical_79	submitter_62	Transcriptome Profiling	HDF5	Gene Expression Quantification	m6A MeRIP-Seq	jixtc7o7q4qq.tsv	861065	0dc3450135a8b550deda17e48e143eef				
gene_expression	cancer_commons_program-demo_data_project	87465_clinical_23	submitter_63	Transcriptome Profiling	TSV	Isoform Expression Quantification	scRNA-Seq	6tav7v8h8log.tsv	419306	b5dd4419f055817c957931b40ddacadb				
gene_expression	cancer_commons_program-demo_data_project	14260_clinical_35	submitter_64	Transcriptome Profiling	CSV	Gene Expression Quantification	RNA-Seq	yegahg1l2rjp.tsv	1001670	6a3b7db5e3f3109f143693759199b2b9				
gene_expression	cancer_commons_program-demo_data_project	88992_clinical_88	submitter_65	Transcriptome Profiling	TSV	Isoform Expression Quantification	Total RNA-Seq	0cwbpekclj0v.tsv	219732	adf0af1717c02fc9e2627a4981684f10				
gene_expression	cancer_commons_program-demo_data_project	31490_clinical_90	submitter_66	Transcriptome Profiling	HDF5	Isoform Expression Quantification	scRNA-Seq	pb9845ypzr9c.tsv	722152	a21f9e2e20411ecca86838d4f5384ac2				
gene_expression	cancer_commons_program-demo_data_project	69558_clinical_44	submitter_67	Transcriptome Profiling	HDF5	Gene Expression Quantification	scRNA-Seq	qcx3ize4q5n5.tsv	848848	acc8488a33641ffc8d332f1be3ebbd2a				
gene_expression	cancer_commons_program-demo_data_project	17622_clinical_94	submitter_68	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	nqtpwuo3vnp7.tsv	300230	e3e82e29fc120020cb61db1e131ae545				
gene_expression	cancer_commons_program-demo_data_project	10518_clinical_56	submitter_69	Transcriptome Profiling	TSV	Gene Expression Quantification	scRNA-Seq	ip5gbf8bephl.tsv	32519	995255b1790820a847bf56ad90886d12				
gene_expression	cancer_commons_program-demo_data_project	10323_clinical_87	submitter_70	Transcriptome Profiling	HDF5	Gene Expression Quantification	scRNA-Seq	hxdxyld589ym.tsv	1027555	73d7f10dc7cd7816a0e072152b25a014				
gene_expression	cancer_commons_program-demo_data_project	97907_clinical_20	submitter_71	Transcriptome Profiling	CSV	Gene Expression Quantification	m6A MeRIP-Seq	xqs2lvpwjqxh.tsv	464749	e02d5930198c22c9f3b329593c500067				
gene_expression	cancer_commons_program-demo_data_project	50806_clinical_45	submitter_72	Transcriptome Profiling	CSV	Gene Expression Quantification	Total RNA-Seq	siqh9hzkcx5w.tsv	841711	bc5f3285c59515d715764cda32bf2d10				
gene_expression	cancer_commons_program-demo_data_project	77131_clinical_72	submitter_73	Transcriptome Profiling	TXT	Gene Expression Quantification	scRNA-Seq	bnkn30ybygj0.tsv	967393	5e003a72743ace3a767561002704dd5d				
gene_expression	cancer_commons_program-demo_data_project	35493_clinical_92	submitter_74	Transcriptome Profiling	TXT	Gene Expression Quantification	Total RNA-Seq	nvyns2jkoxwv.tsv	866851	871999d8881a739c9b13cbaf0a717900				
gene_expression	cancer_commons_program-demo_data_project	68589_clinical_27	submitter_75	Transcriptome Profiling	MEX	Isoform Expression Quantification	m6A MeRIP-Seq	u7xqgfpxdhon.tsv	107697	05229cdf5f378cb2e859a62f68468067				
gene_expression	cancer_commons_program-demo_data_project	36021_clinical_69	submitter_76	Transcriptome Profiling	TXT	Exon Expression Quantification	scRNA-Seq	75pk2r7ggo8n.tsv	961745	b1a760f55c676bb7073dc5ac4b0a8297				
gene_expression	cancer_commons_program-demo_data_project	52690_clinical_49	submitter_77	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	wvzx78r0412g.tsv	455483	21858bfeea27e98f76e5d983f509644f				
gene_expression	cancer_commons_program-demo_data_project	75354_clinical_33	submitter_78	Transcriptome Profiling	TSV	Gene Expression Quantification	Total RNA-Seq	7hdssllwxmxt.tsv	170228	a354a7fe9b5a00bd0b5ff621dcab62aa				
gene_expression	cancer_commons_program-demo_data_project	40890_clinical_43	submitter_79	Transcriptome Profiling	HDF5	Gene Expression Quantification	Total RNA-Seq	4rvacuwjomqo.tsv	123048	d2d3447e5d50b75f899f96eb1a6e02c2				
gene_expression	cancer_commons_program-demo_data_project	62156_clinical_67	submitter_80	Transcriptome Profiling	TXT	Gene Expression Quantification	Total RNA-Seq	ms528kkb23wq.tsv	557127	4aa5b74f8cd657627ec1ca0cf7fa0fe2				
gene_expression	cancer_commons_program-demo_data_project	97857_clinical_49	submitter_81	Transcriptome Profiling	HDF5	Exon Expression Quantification	RNA-Seq	ycoj8l4izb0w.tsv	168800	ac850ee6e715368f9aa9a20ca2eaa0a3				
gene_expression	cancer_commons_program-demo_data_project	54415_clinical_25	submitter_82	Transcriptome Profiling	TXT	Gene Expression Quantification	scRNA-Seq	v8714qw4vya6.tsv	1002407	149cf289c027d4de0e7f11e7e14a62e5				
gene_expression	cancer_commons_program-demo_data_project	51986_clinical_72	submitter_83	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	hqqzabz6nd30.tsv	281691	5071aed5efc4a297fa08a16c6b18221d				
gene_expression	cancer_commons_program-demo_data_project	59664_clinical_55	submitter_84	Transcriptome Profiling	TXT	Isoform Expression Quantification	scRNA-Seq	shug68e6z9rg.tsv	511920	9734eeafc8329a16591f63ac7cec64e3				
gene_expression	cancer_commons_program-demo_data_project	70763_clinical_88	submitter_85	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	m9s8u20eaomz.tsv	249800	dd8a7420b6bc1cd918f755698c28d4a1				
gene_expression	cancer_commons_program-demo_data_project	84119_clinical_42	submitter_86	Transcriptome Profiling	TXT	Exon Expression Quantification	m6A MeRIP-Seq	ybdwwfmkkrk8.tsv	985600	71b23718bf49882a50e70cacb3496260				
gene_expression	cancer_commons_program-demo_data_project	21719_clinical_47	submitter_87	Transcriptome Profiling	TXT	Splice Junction Quantification	Total RNA-Seq	hemd9t7ln552.tsv	362914	b939700ea07835b9d8922756630574de				
gene_expression	cancer_commons_program-demo_data_project	15087_clinical_68	submitter_88	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	im4ep7ioj7zf.tsv	474027	ef55885c6383334d1e15b00c2f2aaa71				
gene_expression	cancer_commons_program-demo_data_project	15072_clinical_56	submitter_89	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	3k3ascg080fo.tsv	147601	6c81213065dbf85a977a4ea85121a789				
gene_expression	cancer_commons_program-demo_data_project	47066_clinical_29	submitter_90	Transcriptome Profiling	TSV	Splice Junction Quantification	Total RNA-Seq	u2mzcdnwxwv9.tsv	223364	a9fe83df467e13a357762b6e9bf9c53d				
gene_expression	cancer_commons_program-demo_data_project	97647_clinical_45	submitter_91	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	iopbxy90tji9.tsv	567945	c14d984e08370333f22747c63f2e246f				
gene_expression	cancer_commons_program-demo_data_project	57638_clinical_29	submitter_92	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	9mtewkhtdp74.tsv	292152	5d15f95becad7a9bfd831748be4b8182				
gene_expression	cancer_commons_program-demo_data_project	87695_clinical_29	submitter_93	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	i7fxbx3bb32o.tsv	145906	11ea657b2825d5d9fbdde8fcef9ce773				
gene_expression	cancer_commons_program-demo_data_project	73473_clinical_52	submitter_94	Transcriptome Profiling	TXT	Exon Expression Quantification	RNA-Seq	8zu4lrha8vjk.tsv	619491	5e72f96400c6a4d43efcf62d8522c191				
gene_expression	cancer_commons_program-demo_data_project	50215_clinical_81	submitter_95	Transcriptome Profiling	MEX	Exon Expression Quantification	m6A MeRIP-Seq	zzel7bp8n5j6.tsv	358444	fc2899b36146073502bacebc3db79e7f				
gene_expression	cancer_commons_program-demo_data_project	83798_clinical_74	submitter_96	Transcriptome Profiling	HDF5	Exon Expression Quantification	m6A MeRIP-Seq	td60r9ma5q90.tsv	374852	041a59853f87428fbb802e2b06a18633				
gene_expression	cancer_commons_program-demo_data_project	77520_clinical_56	submitter_97	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	2dltw3wzktrj.tsv	57008	fe5ecc075f1e2524fb431efc0d77f512				
gene_expression	cancer_commons_program-demo_data_project	43630_clinical_56	submitter_98	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	1ppkzm6box38.tsv	63040	bc50ce5e042dcb19582f41129c93e561				
gene_expression	cancer_commons_program-demo_data_project	17891_clinical_71	submitter_99	Transcriptome Profiling	HDF5	Exon Expression Quantification	Total RNA-Seq	j4u4kuecbehn.tsv	65725	0a74c61b5214b4694f4f9207abafa1d8				
gene_expression	cancer_commons_program-demo_data_project	69805_clinical_14	submitter_100	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	alao1kdtygw1.tsv	183956	acb5ec282b81c4b9445a2a5157bc9ccf				
gene_expression	cancer_commons_program-demo_data_project	39941_clinical_33	submitter_101	Transcriptome Profiling	HDF5	Gene Expression Quantification	Total RNA-Seq	87flz9cl4law.tsv	355642	d8cc44a611a8636d624c369a4a156ac0				
gene_expression	cancer_commons_program-demo_data_project	18150_clinical_11	submitter_102	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	yvds7lylmu4u.tsv	883950	0a04c8e55ed44a9c87476d4e8794c670				
gene_expression	cancer_commons_program-demo_data_project	78317_clinical_43	submitter_103	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	zanpg1uceuyn.tsv	864919	a5cefc00c25cc98da6738f85e62a76ef				
gene_expression	cancer_commons_program-demo_data_project	10777_clinical_39	submitter_104	Transcriptome Profiling	CSV	Exon Expression Quantification	Total RNA-Seq	wwssrmoc96yi.tsv	572318	67b1a1a2ca0c418f5d377715980a6d85				
gene_expression	cancer_commons_program-demo_data_project	72384_clinical_11	submitter_105	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	prhn3u8wjuaa.tsv	701204	78cf429774b1a44746d42f1a8160f391				
gene_expression	cancer_commons_program-demo_data_project	30680_clinical_33	submitter_106	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	b7dcfmfti3su.tsv	652153	fb5231e02309f864da1e1d89e9f1ad60				
gene_expression	cancer_commons_program-demo_data_project	22526_clinical_27	submitter_107	Transcriptome Profiling	TXT	Isoform Expression Quantification	Total RNA-Seq	hbkazrqqnsnz.tsv	441045	2f8b2843ec0bff6808076022c59ebd14				
gene_expression	cancer_commons_program-demo_data_project	77066_clinical_17	submitter_108	Transcriptome Profiling	HDF5	Exon Expression Quantification	RNA-Seq	9dkv3a3fetcm.tsv	417328	d6f8dfffbcd61e491bd6c09ffecd69c4				
gene_expression	cancer_commons_program-demo_data_project	50053_clinical_95	submitter_109	Transcriptome Profiling	TSV	Isoform Expression Quantification	scRNA-Seq	1s5t50wt33e2.tsv	33230	a9bb2d034628c79f0dae2ab308b8b675				
gene_expression	cancer_commons_program-demo_data_project	13475_clinical_21	submitter_110	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	h9irwfp6pvnv.tsv	48118	53120037ad2a95e17b5d39af47caf0af				
gene_expression	cancer_commons_program-demo_data_project	18308_clinical_14	submitter_111	Transcriptome Profiling	MEX	Isoform Expression Quantification	scRNA-Seq	jf04gnlvdx3k.tsv	130486	9b6a3a155b52ddd3f9ce2452e4eb699d				
gene_expression	cancer_commons_program-demo_data_project	70545_clinical_51	submitter_112	Transcriptome Profiling	TXT	Gene Expression Quantification	scRNA-Seq	2qwjgk0y5x2p.tsv	737066	3a630cba9c4cbeca90354d2d5ff7f842				
gene_expression	cancer_commons_program-demo_data_project	44383_clinical_56	submitter_113	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	9qs9owhilq3j.tsv	691053	88ca7f9ab3605409951b83a3743a7634				
gene_expression	cancer_commons_program-demo_data_project	37592_clinical_21	submitter_114	Transcriptome Profiling	TSV	Splice Junction Quantification	m6A MeRIP-Seq	pmvxcs97bk8m.tsv	1026943	99ebdc09dec9aa9425bf9bcaaf208ac2				
gene_expression	cancer_commons_program-demo_data_project	97377_clinical_92	submitter_115	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	rp1801uo95cg.tsv	624949	c298dc1b4b0b193e6eda6a9a41240307				
gene_expression	cancer_commons_program-demo_data_project	45709_clinical_71	submitter_116	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	cfowkve8vach.tsv	83040	f78558929db5a4965aab29efee6d0cf8				
gene_expression	cancer_commons_program-demo_data_project	72811_clinical_32	submitter_117	Transcriptome Profiling	TXT	Isoform Expression Quantification	m6A MeRIP-Seq	xqcjpc44o5ja.tsv	268166	321f91180645e4c6a049408c2bde6bf3				
gene_expression	cancer_commons_program-demo_data_project	81658_clinical_39	submitter_118	Transcriptome Profiling	MEX	Isoform Expression Quantification	Total RNA-Seq	ncp3zfa44bqc.tsv	1047892	1fc48229d222161adf54689a7bd3069f				
gene_expression	cancer_commons_program-demo_data_project	26411_clinical_68	submitter_119	Transcriptome Profiling	MEX	Gene Expression Quantification	Total RNA-Seq	lxs5pwbqaklw.tsv	566328	5a4b9e6615fa2549fc2fe73cba644270				
gene_expression	cancer_commons_program-demo_data_project	63762_clinical_39	submitter_120	Transcriptome Profiling	TXT	Gene Expression Quantification	m6A MeRIP-Seq	v25n5ke2v66z.tsv	846267	3e03d3b89f5553cef4c2138efcbb09e8				
