*type	project_id	*submitter_id	core_metadata_collections.submitter_id	*data_category	*data_format	*data_type	*experimental_strategy	*file_name	*file_size	*md5sum	consent_codes	object_id	rna_expression_workflows	state_comment
gene_expression	cancer_commons_program-demo_data_project	28432_clinical_55	submitter_MZ	Transcriptome Profiling	TXT	Isoform Expression Quantification	scRNA-Seq	y6m25lshl42l.tsv	1042034	3fa9fae2ef82ba383b23c098582c23c7				
gene_expression	cancer_commons_program-demo_data_project	24682_clinical_80	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	hwrlfjkyfro9.tsv	780950	dba2e2e2ee2d5e197af9b4b8680eeec1				
gene_expression	cancer_commons_program-demo_data_project	15672_clinical_54	submitter_MZ	Transcriptome Profiling	TSV	Gene Expression Quantification	RNA-Seq	hcsenwruj3p8.tsv	471513	92a57edaba9ab809a58286dcfc9f5ba5				
gene_expression	cancer_commons_program-demo_data_project	40484_clinical_81	submitter_MZ	Transcriptome Profiling	TSV	Gene Expression Quantification	scRNA-Seq	92oliq1rmj9t.tsv	315208	73f1e875b0af91f92119e3f1c0632021				
gene_expression	cancer_commons_program-demo_data_project	12994_clinical_12	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	aheyl1hw40ur.tsv	602317	67c3429a95befd58fc71b009e82de218				
gene_expression	cancer_commons_program-demo_data_project	85549_clinical_89	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	6ik86z0uzb87.tsv	620783	a4af7adb9bfa2644d4edec6102c19657				
gene_expression	cancer_commons_program-demo_data_project	19720_clinical_80	submitter_MZ	Transcriptome Profiling	TXT	Gene Expression Quantification	scRNA-Seq	xkss8t5avbo5.tsv	701312	1217edf88a39dd5fdd5f8195fbac547d				
gene_expression	cancer_commons_program-demo_data_project	57737_clinical_38	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	Total RNA-Seq	s6eyy3ase0nd.tsv	173476	bb417df59921e43778db754e2e9d5e11				
gene_expression	cancer_commons_program-demo_data_project	27496_clinical_24	submitter_MZ	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	o6eldu53aacp.tsv	687277	0555d0d39a5ff0cbf0f198ba7c58256b				
gene_expression	cancer_commons_program-demo_data_project	35924_clinical_33	submitter_MZ	Transcriptome Profiling	CSV	Exon Expression Quantification	m6A MeRIP-Seq	3tk9gknmwnom.tsv	355188	ce2f6c70f878809507b0a5a3a3558256				
gene_expression	cancer_commons_program-demo_data_project	94820_clinical_68	submitter_MZ	Transcriptome Profiling	TXT	Isoform Expression Quantification	RNA-Seq	x2zzm0novs7h.tsv	526619	c62bf2e48027cec9580ca5d05d77cbd1				
gene_expression	cancer_commons_program-demo_data_project	94900_clinical_62	submitter_MZ	Transcriptome Profiling	CSV	Exon Expression Quantification	RNA-Seq	01tw295tw1fg.tsv	582204	af15e259b67ae24cff263c1ec398978d				
gene_expression	cancer_commons_program-demo_data_project	78581_clinical_18	submitter_MZ	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	8l8tvtsuyefk.tsv	244294	8e953e73d96c93d964e6fc298930cc0c				
gene_expression	cancer_commons_program-demo_data_project	99357_clinical_49	submitter_MZ	Transcriptome Profiling	CSV	Isoform Expression Quantification	RNA-Seq	zhdqtwwllhlq.tsv	324185	8942c454f5823fd10504b42edd773e42				
gene_expression	cancer_commons_program-demo_data_project	30999_clinical_30	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	kdctyied286q.tsv	65905	9832de30b540212a28d51f11ea69068a				
gene_expression	cancer_commons_program-demo_data_project	77512_clinical_39	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	Total RNA-Seq	4wkcns9vli6g.tsv	616821	72d3e6c10d5ccdb3a3b21e1c6f465351				
gene_expression	cancer_commons_program-demo_data_project	73895_clinical_65	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	RNA-Seq	wvlyn4e8v0tl.tsv	464923	3d0f3b4f7f73890b38330d74391dc132				
gene_expression	cancer_commons_program-demo_data_project	68153_clinical_99	submitter_MZ	Transcriptome Profiling	HDF5	Exon Expression Quantification	scRNA-Seq	zdwk7j8ui4sa.tsv	904732	758502636b145afa09847582f7a3fad8				
gene_expression	cancer_commons_program-demo_data_project	11949_clinical_24	submitter_MZ	Transcriptome Profiling	TXT	Exon Expression Quantification	RNA-Seq	2cmf4rfz7rt4.tsv	394092	c2b4f31e9a2d93c296c01a4c4fd99aee				
gene_expression	cancer_commons_program-demo_data_project	82033_clinical_34	submitter_MZ	Transcriptome Profiling	HDF5	Gene Expression Quantification	Total RNA-Seq	lmmkc6lmb9pn.tsv	550577	012d17a272ed602c2ff5ef0e5a9abc2e				
gene_expression	cancer_commons_program-demo_data_project	73591_clinical_19	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	028oohe01ibv.tsv	555246	b673b0dfdaec608e53a2168a5f816705				
gene_expression	cancer_commons_program-demo_data_project	82376_clinical_46	submitter_MZ	Transcriptome Profiling	CSV	Splice Junction Quantification	RNA-Seq	gvzkb9nww6ks.tsv	85662	7875f1119a1d26338561d7f113a9aee8				
gene_expression	cancer_commons_program-demo_data_project	67509_clinical_80	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	m6A MeRIP-Seq	yjs23a6vnkbb.tsv	166360	d9dee9ff132bb0575e06ff1600ba408c				
gene_expression	cancer_commons_program-demo_data_project	62118_clinical_40	submitter_MZ	Transcriptome Profiling	CSV	Gene Expression Quantification	Total RNA-Seq	kanz4nzdrmyc.tsv	307412	72dbaa75607a869757ab53b969d3075d				
gene_expression	cancer_commons_program-demo_data_project	49494_clinical_94	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	Total RNA-Seq	00vrlkjltvdq.tsv	1026167	6ae48dd3f4a861155d1572ea465143cc				
gene_expression	cancer_commons_program-demo_data_project	25393_clinical_93	submitter_MZ	Transcriptome Profiling	TXT	Isoform Expression Quantification	m6A MeRIP-Seq	yz2y9uewxoxi.tsv	497181	1b3c91dc38f21da95af2c3359a208496				
gene_expression	cancer_commons_program-demo_data_project	49562_clinical_50	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	scRNA-Seq	40cghozyb4af.tsv	220484	9e63927278d980ee767ea658d764121f				
gene_expression	cancer_commons_program-demo_data_project	80673_clinical_31	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	v9xtwqbsotaf.tsv	458006	b77cac0d59445f05a978cd58e3b324ed				
gene_expression	cancer_commons_program-demo_data_project	75458_clinical_79	submitter_MZ	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	zfftmgroairh.tsv	616702	64397c558c9082ba6601f41318c4af4f				
gene_expression	cancer_commons_program-demo_data_project	54277_clinical_33	submitter_MZ	Transcriptome Profiling	HDF5	Splice Junction Quantification	scRNA-Seq	kfynp5wh32ut.tsv	149798	d3db9194cdda5520130b0164093985ef				
gene_expression	cancer_commons_program-demo_data_project	92601_clinical_72	submitter_MZ	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	i0h314k8r1td.tsv	51750	683a9d53f9b2b4a53d91cab9ee35710b				
gene_expression	cancer_commons_program-demo_data_project	61756_clinical_93	submitter_MZ	Transcriptome Profiling	TXT	Exon Expression Quantification	scRNA-Seq	kmc04yre5if6.tsv	355267	4e20d3479603653c3fa1163ef7474438				
gene_expression	cancer_commons_program-demo_data_project	67080_clinical_57	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	c18oc48haoqz.tsv	434548	c6bf673d308a7825921dcd97bc4714ef				
gene_expression	cancer_commons_program-demo_data_project	11250_clinical_37	submitter_MZ	Transcriptome Profiling	CSV	Exon Expression Quantification	RNA-Seq	orutjmpt7qgo.tsv	304995	5d92e9ff34e7f719887eb7212f1bf513				
gene_expression	cancer_commons_program-demo_data_project	58017_clinical_39	submitter_MZ	Transcriptome Profiling	CSV	Isoform Expression Quantification	m6A MeRIP-Seq	1z7a99hkuh30.tsv	1016881	f3f85d97324c39348f3d438bbb1898d3				
gene_expression	cancer_commons_program-demo_data_project	49061_clinical_37	submitter_MZ	Transcriptome Profiling	CSV	Splice Junction Quantification	scRNA-Seq	fodqc6kwddyu.tsv	390772	36845929dcd6b8db6373b973e6e319ed				
gene_expression	cancer_commons_program-demo_data_project	56568_clinical_30	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	Total RNA-Seq	6atbx3yl6fov.tsv	160400	96ecad7b16bb3be7e79f33cc22d2764d				
gene_expression	cancer_commons_program-demo_data_project	91188_clinical_94	submitter_MZ	Transcriptome Profiling	TXT	Gene Expression Quantification	Total RNA-Seq	xmk19dr7mamt.tsv	660386	61468c4bddd3898aa1f865f7765ead38				
gene_expression	cancer_commons_program-demo_data_project	90840_clinical_18	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	scRNA-Seq	s036sgu3dj3x.tsv	987366	59aae5bb91a38a721c41568d7604bbc1				
gene_expression	cancer_commons_program-demo_data_project	49071_clinical_53	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	scRNA-Seq	4y8mo4qjll2u.tsv	138241	adfaa69151d226c3bbd296d94bb5cf93				
gene_expression	cancer_commons_program-demo_data_project	87935_clinical_36	submitter_MZ	Transcriptome Profiling	CSV	Exon Expression Quantification	RNA-Seq	b6xij846y5gc.tsv	492028	d1b932dc8a6dcc5549648e4d8791c0d2				
gene_expression	cancer_commons_program-demo_data_project	73507_clinical_19	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	4fi8yrq01pcf.tsv	675440	46cc0479b3bcce1d82f4924c2c3c11f9				
gene_expression	cancer_commons_program-demo_data_project	45929_clinical_26	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	m6A MeRIP-Seq	3uui7ghmqai5.tsv	473890	85b1d508e3ac6ed05733f75783fd762a				
gene_expression	cancer_commons_program-demo_data_project	81634_clinical_31	submitter_MZ	Transcriptome Profiling	MEX	Isoform Expression Quantification	Total RNA-Seq	y40qxjr29wtt.tsv	539511	b6ed9d65703b52f4519f0b63254cca6f				
gene_expression	cancer_commons_program-demo_data_project	21088_clinical_42	submitter_MZ	Transcriptome Profiling	TXT	Exon Expression Quantification	m6A MeRIP-Seq	qd3brg5gzgh6.tsv	622856	46df11e86045fea9733c367c1dfe4a7e				
gene_expression	cancer_commons_program-demo_data_project	45351_clinical_37	submitter_MZ	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	d5n6nucvd377.tsv	670651	bba477901dff1569d5424247f6594f39				
gene_expression	cancer_commons_program-demo_data_project	18619_clinical_12	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	5tgsytu1pbbm.tsv	634561	e7b61fd8d4541e630db0094fcc132908				
gene_expression	cancer_commons_program-demo_data_project	80798_clinical_93	submitter_MZ	Transcriptome Profiling	HDF5	Exon Expression Quantification	scRNA-Seq	z6os2xxvh20o.tsv	903469	512d7b0d2badfd6423762e93c81ad2fb				
gene_expression	cancer_commons_program-demo_data_project	17134_clinical_82	submitter_MZ	Transcriptome Profiling	MEX	Exon Expression Quantification	scRNA-Seq	512rudey4ofu.tsv	647427	06953e33034936007fe66f0b550f68c5				
gene_expression	cancer_commons_program-demo_data_project	60648_clinical_49	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	gp4tbjyx0r25.tsv	134683	fc87ce84e2c3003522c5377b20dff830				
gene_expression	cancer_commons_program-demo_data_project	53592_clinical_67	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	vxj2kg53dwjf.tsv	430945	b86dbd2ca8327340b85f9f497657bfe4				
gene_expression	cancer_commons_program-demo_data_project	45731_clinical_78	submitter_MZ	Transcriptome Profiling	TXT	Isoform Expression Quantification	m6A MeRIP-Seq	6c4ya4w5q89x.tsv	138435	2397653fa8de6e5cd54dbcf7a9ccb466				
gene_expression	cancer_commons_program-demo_data_project	70171_clinical_67	submitter_MZ	Transcriptome Profiling	HDF5	Gene Expression Quantification	m6A MeRIP-Seq	vzom0242g9ln.tsv	73981	160aec2a1ae36e9c25809823eac1c6d8				
gene_expression	cancer_commons_program-demo_data_project	53604_clinical_70	submitter_MZ	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	ybc952niqdjv.tsv	241167	34029f9d0e3cb5a7816c1ee213ba0668				
gene_expression	cancer_commons_program-demo_data_project	58191_clinical_30	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	scRNA-Seq	yz9e7gtp19mw.tsv	1005051	9098749727fe2ada985190487edca4ee				
gene_expression	cancer_commons_program-demo_data_project	12318_clinical_74	submitter_MZ	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	7i3oeq8amo2n.tsv	151262	7abf0ae13e3a78b33abb28e16bba6fe0				
gene_expression	cancer_commons_program-demo_data_project	60659_clinical_20	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	psn3mwws6d33.tsv	451657	bd3a1a668a60867493e79028e3d330d8				
gene_expression	cancer_commons_program-demo_data_project	53672_clinical_27	submitter_MZ	Transcriptome Profiling	HDF5	Exon Expression Quantification	scRNA-Seq	5cr30z65y8wp.tsv	745586	ab15a5ddec995d91737bac09c1deb5dc				
gene_expression	cancer_commons_program-demo_data_project	75703_clinical_93	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	RNA-Seq	saewmx3m6k4a.tsv	548954	28d6623d74df30194ae4c1b5d3c2bf31				
gene_expression	cancer_commons_program-demo_data_project	53689_clinical_65	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	Total RNA-Seq	kuelg3u1071z.tsv	979046	bf7a5930ad073af17e648d719422b63f				
gene_expression	cancer_commons_program-demo_data_project	67794_clinical_38	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	Total RNA-Seq	ddpsov1j3kdx.tsv	819982	80f6f8154cb0a23331ccbd459d61361a				
gene_expression	cancer_commons_program-demo_data_project	79737_clinical_80	submitter_MZ	Transcriptome Profiling	TXT	Exon Expression Quantification	scRNA-Seq	jzmdk095mkej.tsv	197166	39c30c38aec0c1a3c3e1273bd4c46f7c				
gene_expression	cancer_commons_program-demo_data_project	45793_clinical_51	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	scRNA-Seq	a7r4jlz57dvd.tsv	943132	a2f28b991f2aa63cc37301beaccabade				
gene_expression	cancer_commons_program-demo_data_project	10020_clinical_83	submitter_MZ	Transcriptome Profiling	HDF5	Gene Expression Quantification	m6A MeRIP-Seq	50akkagl5ip5.tsv	1044455	cf28492cea4ad771a55fe42104f9203d				
gene_expression	cancer_commons_program-demo_data_project	23002_clinical_42	submitter_MZ	Transcriptome Profiling	MEX	Exon Expression Quantification	m6A MeRIP-Seq	h1ppeypjfa19.tsv	568431	7e0eda14a8de4a61ecc86f424a65966e				
gene_expression	cancer_commons_program-demo_data_project	52063_clinical_56	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	scRNA-Seq	u0gnur2afc7z.tsv	646313	361f51d82578a7afb0d6047d43178156				
gene_expression	cancer_commons_program-demo_data_project	76434_clinical_24	submitter_MZ	Transcriptome Profiling	HDF5	Gene Expression Quantification	scRNA-Seq	5t0b63txd91b.tsv	193471	2298a661ff737642527d7d21e08569f4				
gene_expression	cancer_commons_program-demo_data_project	19360_clinical_57	submitter_MZ	Transcriptome Profiling	HDF5	Exon Expression Quantification	RNA-Seq	acfsze3apdvw.tsv	163402	2d426035ec2f7cfdda22073b7ec85421				
gene_expression	cancer_commons_program-demo_data_project	54074_clinical_88	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	Total RNA-Seq	tc80arqr5cnv.tsv	863379	7a876689103641b8d961a85a0b4caba8				
gene_expression	cancer_commons_program-demo_data_project	58884_clinical_57	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	g1izfkqkbchx.tsv	968300	694d6cbc7ba2c25558fe0224441b30f3				
gene_expression	cancer_commons_program-demo_data_project	78780_clinical_23	submitter_MZ	Transcriptome Profiling	MEX	Isoform Expression Quantification	Total RNA-Seq	ifsybazhnx98.tsv	56785	f91a8b57a9d2a5d3ba8acd883fbad520				
gene_expression	cancer_commons_program-demo_data_project	33602_clinical_66	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	RNA-Seq	obx3swwyc054.tsv	854495	d1ac7f260fe5d278f64609deb099e196				
gene_expression	cancer_commons_program-demo_data_project	28156_clinical_15	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	3sysdp7p14ee.tsv	647843	390cf575b06a5427e519bdb4c99a1a64				
gene_expression	cancer_commons_program-demo_data_project	67436_clinical_92	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	Total RNA-Seq	xw7ja97xz0rx.tsv	692162	d5393904f2987565671b52dcd89765f3				
gene_expression	cancer_commons_program-demo_data_project	26746_clinical_21	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	m6A MeRIP-Seq	gqkz99l6ergi.tsv	86571	e43bb8304793068dd97108087baf599a				
gene_expression	cancer_commons_program-demo_data_project	19151_clinical_66	submitter_MZ	Transcriptome Profiling	TXT	Gene Expression Quantification	scRNA-Seq	ec7tbpkjstum.tsv	1002941	7f627c37ca73979c0c8517f753a90be3				
gene_expression	cancer_commons_program-demo_data_project	23339_clinical_47	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	gpaz7lo7yuke.tsv	160887	f690526c6a93b81ae2d8944d2b5779a6				
gene_expression	cancer_commons_program-demo_data_project	59501_clinical_98	submitter_MZ	Transcriptome Profiling	CSV	Splice Junction Quantification	scRNA-Seq	rzpddlpoamam.tsv	748489	568e7ed135cfdd387318b4dd4fef52a8				
gene_expression	cancer_commons_program-demo_data_project	19224_clinical_14	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	Total RNA-Seq	pnvl854oe1nq.tsv	412682	0edf0fdb5fe5035be2c215fc0ac05823				
gene_expression	cancer_commons_program-demo_data_project	52905_clinical_52	submitter_MZ	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	xm00vzqxaz3a.tsv	1013447	a7055ab4c703c712fb7da6cfda67ed4d				
gene_expression	cancer_commons_program-demo_data_project	28332_clinical_11	submitter_MZ	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	qjrstql6un50.tsv	389283	2764d532d5fd33ff91681530e92c4221				
gene_expression	cancer_commons_program-demo_data_project	65089_clinical_88	submitter_MZ	Transcriptome Profiling	HDF5	Gene Expression Quantification	scRNA-Seq	k36ljepjj8oz.tsv	228866	7b36b4f76989ee7db6febac2148752dc				
gene_expression	cancer_commons_program-demo_data_project	92962_clinical_76	submitter_MZ	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	loehcon0nq2y.tsv	494802	6d187e4e9df74c2f6fddeae940d5e6a8				
gene_expression	cancer_commons_program-demo_data_project	72169_clinical_46	submitter_MZ	Transcriptome Profiling	MEX	Isoform Expression Quantification	Total RNA-Seq	jojjh230r4ej.tsv	6111	464ac94e4dd5e89009e86eb1d38efe09				
gene_expression	cancer_commons_program-demo_data_project	58917_clinical_94	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	qphhsdejnh5w.tsv	730917	d986229b30d7f1c6930b4922a6a5b601				
gene_expression	cancer_commons_program-demo_data_project	39581_clinical_46	submitter_MZ	Transcriptome Profiling	MEX	Isoform Expression Quantification	Total RNA-Seq	pambxw06gna6.tsv	1015791	27ed009a31bc4cf3bb4d1dc8b6c7a9aa				
gene_expression	cancer_commons_program-demo_data_project	56873_clinical_76	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	0956pgyz4d9j.tsv	574315	51395bd4d020bcfd06008f232b0e6d77				
gene_expression	cancer_commons_program-demo_data_project	58735_clinical_38	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	scRNA-Seq	46st8b8rsmlc.tsv	393605	ce69360dbc7f78b58bcf68eac87c88e8				
gene_expression	cancer_commons_program-demo_data_project	32473_clinical_21	submitter_MZ	Transcriptome Profiling	CSV	Gene Expression Quantification	RNA-Seq	tqxzqsay4drm.tsv	688185	6623d2b7c4154dbbcf03dbca087b6efa				
gene_expression	cancer_commons_program-demo_data_project	47529_clinical_57	submitter_MZ	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	d408egmnv3ox.tsv	815876	7403b5dec31578eb1a2f2a8d80c0bdb0				
gene_expression	cancer_commons_program-demo_data_project	85686_clinical_23	submitter_MZ	Transcriptome Profiling	TSV	Splice Junction Quantification	RNA-Seq	9j8525986bhj.tsv	56871	d647ab02579a2cd586f35d1b444fb0b5				
gene_expression	cancer_commons_program-demo_data_project	84942_clinical_55	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	19revqln9cuk.tsv	375437	97f16c6baf825512a35e66b5ac14d6c4				
gene_expression	cancer_commons_program-demo_data_project	45503_clinical_35	submitter_MZ	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	3ynsaqjq7slt.tsv	890488	c4e7e9464b1a2fc235297b49e8095389				
gene_expression	cancer_commons_program-demo_data_project	30039_clinical_18	submitter_MZ	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	m942e32dasjz.tsv	119783	f5ba8a3b38fd4329522da5fae2cfdfca				
gene_expression	cancer_commons_program-demo_data_project	16497_clinical_84	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	scRNA-Seq	mlr6p8uh99ec.tsv	640981	9c8afab28a69f0cac7b9b85bf7823c59				
gene_expression	cancer_commons_program-demo_data_project	34922_clinical_94	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	scRNA-Seq	xu4366akvd5h.tsv	845297	78c22478b2040147a6f487103b8d6849				
gene_expression	cancer_commons_program-demo_data_project	71101_clinical_55	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	Total RNA-Seq	y1drwicpdd01.tsv	1028626	c1f33bc3ced357c045a9d6d1a1ced8ef				
gene_expression	cancer_commons_program-demo_data_project	62731_clinical_74	submitter_MZ	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	r8p5uq70kfyw.tsv	262117	174dab571e9f9121c37bed8b1d2b7424				
gene_expression	cancer_commons_program-demo_data_project	44482_clinical_53	submitter_MZ	Transcriptome Profiling	CSV	Gene Expression Quantification	Total RNA-Seq	250avlvoafke.tsv	979900	7629d2e28c9ab170e8bfc85d21a5c689				
gene_expression	cancer_commons_program-demo_data_project	82154_clinical_85	submitter_MZ	Transcriptome Profiling	MEX	Exon Expression Quantification	Total RNA-Seq	wm4j2ecsfmxy.tsv	600123	fb6840b6cad565764ed4ded3b2ba6998				
gene_expression	cancer_commons_program-demo_data_project	60428_clinical_29	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	aogo62bljr05.tsv	345384	c703d9e7acdecf1e7f2264e2472ab953				
gene_expression	cancer_commons_program-demo_data_project	30028_clinical_99	submitter_MZ	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	apfvk1yx96hj.tsv	719520	7af995ec865c194f9649c7f1bfe2c593				
gene_expression	cancer_commons_program-demo_data_project	20079_clinical_94	submitter_MZ	Transcriptome Profiling	TXT	Splice Junction Quantification	Total RNA-Seq	1uhwrqhqf1qu.tsv	410885	fff46e2cfa7dcaa7042c31d8c0dd184b				
gene_expression	cancer_commons_program-demo_data_project	50723_clinical_60	submitter_MZ	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	bjlkmys7tmh2.tsv	843022	05bfff07b0ac767252346c0c0403c0e7				
